Date,Price,Open,High,Low,Vol.,Change %,Bank
08/24/2022,"39,300.0","39,700.0","39,800.0","38,950.0",969.80K,-0.51%,BID
08/23/2022,"39,500.0","38,350.0","39,500.0","38,200.0",1.73M,2.73%,BID
08/22/2022,"38,450.0","39,350.0","39,350.0","38,350.0",1.76M,-2.29%,BID
08/19/2022,"39,350.0","39,550.0","40,000.0","39,200.0",1.45M,-0.63%,BID
08/18/2022,"39,600.0","39,700.0","40,100.0","39,600.0",1.48M,-1.00%,BID
08/17/2022,"40,000.0","40,500.0","40,600.0","40,000.0",1.39M,-1.23%,BID
08/16/2022,"40,500.0","40,950.0","41,100.0","40,500.0",981.40K,-1.22%,BID
08/15/2022,"41,000.0","39,300.0","41,150.0","39,300.0",3.77M,4.59%,BID
08/12/2022,"39,200.0","38,300.0","39,200.0","38,150.0",1.64M,2.35%,BID
08/11/2022,"38,300.0","39,000.0","39,300.0","38,200.0",1.74M,-0.26%,BID
08/10/2022,"38,400.0","38,500.0","38,800.0","38,400.0",987.00K,-0.65%,BID
08/09/2022,"38,650.0","38,800.0","39,200.0","38,600.0",1.57M,-0.39%,BID
08/08/2022,"38,800.0","39,000.0","39,250.0","38,700.0",987.90K,-0.51%,BID
08/05/2022,"39,000.0","39,200.0","39,200.0","38,500.0",1.03M,-0.76%,BID
08/04/2022,"39,300.0","39,300.0","39,650.0","38,500.0",2.42M,0.00%,BID
08/03/2022,"39,300.0","37,950.0","39,300.0","37,900.0",2.15M,2.08%,BID
08/02/2022,"38,500.0","38,600.0","39,000.0","38,200.0",1.95M,-1.28%,BID
08/01/2022,"39,000.0","37,400.0","39,000.0","37,300.0",3.37M,4.56%,BID
07/29/2022,"37,300.0","36,700.0","37,900.0","36,650.0",4.17M,2.19%,BID
07/28/2022,"36,500.0","36,000.0","36,850.0","35,700.0",2.05M,2.67%,BID
07/27/2022,"35,550.0","35,550.0","35,650.0","35,000.0",725.20K,0.00%,BID
07/26/2022,"35,550.0","35,800.0","36,000.0","35,500.0",885.80K,0.42%,BID
07/25/2022,"35,400.0","35,500.0","35,900.0","34,800.0",1.20M,-0.28%,BID
07/22/2022,"35,500.0","36,900.0","36,900.0","35,500.0",1.25M,-2.74%,BID
07/21/2022,"36,500.0","36,200.0","36,850.0","36,200.0",1.52M,0.27%,BID
07/20/2022,"36,400.0","36,200.0","36,900.0","35,950.0",1.59M,2.10%,BID
07/19/2022,"35,650.0","35,500.0","35,850.0","35,000.0",976.90K,0.42%,BID
07/18/2022,"35,500.0","36,000.0","36,000.0","35,400.0",1.70M,-0.84%,BID
07/15/2022,"35,800.0","36,100.0","36,750.0","35,800.0",1.39M,-0.97%,BID
07/14/2022,"36,150.0","35,800.0","36,900.0","35,750.0",1.50M,0.28%,BID
07/13/2022,"36,050.0","36,200.0","37,200.0","35,800.0",2.66M,-0.96%,BID
07/12/2022,"36,400.0","34,350.0","36,500.0","34,200.0",1.67M,5.51%,BID
07/11/2022,"34,500.0","34,900.0","35,150.0","33,000.0",2.06M,-1.43%,BID
07/08/2022,"35,000.0","36,400.0","36,450.0","35,000.0",1.98M,-3.58%,BID
07/07/2022,"36,300.0","35,400.0","36,650.0","34,300.0",2.82M,1.97%,BID
07/06/2022,"35,600.0","35,800.0","36,900.0","35,500.0",2.73M,-1.93%,BID
07/05/2022,"36,300.0","35,050.0","37,500.0","35,000.0",4.93M,3.57%,BID
07/04/2022,"35,050.0","35,500.0","35,750.0","34,900.0",1.83M,0.00%,BID
07/01/2022,"35,050.0","32,900.0","35,700.0","32,100.0",3.52M,4.63%,BID
06/30/2022,"33,500.0","35,000.0","35,000.0","33,500.0",1.50M,-4.01%,BID
06/29/2022,"34,900.0","33,000.0","34,900.0","33,000.0",2.34M,3.71%,BID
06/28/2022,"33,650.0","31,600.0","33,950.0","31,600.0",2.41M,5.98%,BID
06/27/2022,"31,750.0","31,300.0","31,800.0","31,150.0",826.30K,1.76%,BID
06/24/2022,"31,200.0","31,200.0","32,250.0","31,100.0",1.33M,0.65%,BID
06/23/2022,"31,000.0","30,500.0","31,000.0","30,050.0",422.30K,1.64%,BID
06/22/2022,"30,500.0","30,300.0","31,600.0","29,800.0",1.53M,0.66%,BID
06/21/2022,"30,300.0","29,100.0","30,650.0","28,950.0",1.40M,2.71%,BID
06/20/2022,"29,500.0","31,700.0","31,800.0","29,500.0",972.60K,-6.65%,BID
06/17/2022,"31,600.0","31,950.0","31,950.0","31,200.0",1.22M,-2.17%,BID
06/16/2022,"32,300.0","32,000.0","32,800.0","32,000.0",1.29M,0.94%,BID
06/15/2022,"32,000.0","32,000.0","32,500.0","31,000.0",1.37M,-0.93%,BID
06/14/2022,"32,300.0","31,900.0","32,800.0","31,100.0",1.18M,1.10%,BID
06/13/2022,"31,950.0","33,050.0","33,350.0","31,950.0",1.45M,-5.47%,BID
06/10/2022,"33,800.0","34,050.0","34,300.0","33,800.0",786.00K,-2.03%,BID
06/09/2022,"34,500.0","34,350.0","34,750.0","34,100.0",394.40K,0.58%,BID
06/08/2022,"34,300.0","33,700.0","34,800.0","33,650.0",982.90K,2.08%,BID
06/07/2022,"33,600.0","34,100.0","34,200.0","33,100.0",1.17M,-1.75%,BID
06/06/2022,"34,200.0","34,350.0","34,650.0","33,800.0",918.80K,-0.44%,BID
06/03/2022,"34,350.0","34,700.0","34,750.0","34,000.0",570.70K,-1.01%,BID
06/02/2022,"34,700.0","35,150.0","35,200.0","34,500.0",905.20K,-1.28%,BID
06/01/2022,"35,150.0","35,100.0","35,550.0","34,950.0",1.07M,-0.42%,BID
05/31/2022,"35,300.0","35,500.0","35,600.0","35,000.0",1.03M,-1.26%,BID
05/30/2022,"35,750.0","35,500.0","35,850.0","35,200.0",1.09M,1.27%,BID
05/27/2022,"35,300.0","35,100.0","35,400.0","34,900.0",891.00K,0.57%,BID
05/26/2022,"35,100.0","35,600.0","35,750.0","35,000.0",1.19M,0.57%,BID
05/25/2022,"34,900.0","34,000.0","35,100.0","34,000.0",1.07M,3.41%,BID
05/24/2022,"33,750.0","33,700.0","33,850.0","33,100.0",768.00K,1.20%,BID
05/23/2022,"33,350.0","34,400.0","34,700.0","33,000.0",1.00M,-3.33%,BID
05/20/2022,"34,500.0","34,400.0","34,900.0","34,300.0",1.13M,-0.43%,BID
05/19/2022,"34,650.0","34,000.0","35,000.0","33,900.0",895.10K,-0.72%,BID
05/18/2022,"34,900.0","34,900.0","35,500.0","34,200.0",1.29M,1.31%,BID
05/17/2022,"34,450.0","32,500.0","34,450.0","32,050.0",1.12M,6.99%,BID
05/16/2022,"32,200.0","33,200.0","33,250.0","32,200.0",1.28M,1.26%,BID
05/13/2022,"31,800.0","33,800.0","34,000.0","31,800.0",2.35M,-5.36%,BID
05/12/2022,"33,600.0","35,400.0","35,800.0","33,600.0",1.51M,-6.93%,BID
05/11/2022,"36,100.0","35,750.0","36,100.0","35,050.0",862.90K,0.84%,BID
05/10/2022,"35,800.0","34,100.0","35,900.0","33,500.0",1.73M,3.92%,BID
05/09/2022,"34,450.0","36,600.0","36,900.0","34,450.0",2.41M,-6.89%,BID
05/06/2022,"37,000.0","37,350.0","37,850.0","37,000.0",1.58M,-3.14%,BID
05/05/2022,"38,200.0","37,600.0","38,200.0","37,000.0",1.99M,2.55%,BID
05/04/2022,"37,250.0","37,250.0","37,700.0","36,950.0",1.56M,0.00%,BID
04/29/2022,"37,250.0","36,850.0","37,750.0","36,800.0",1.52M,1.50%,BID
04/28/2022,"36,700.0","37,200.0","37,200.0","36,700.0",974.90K,-1.34%,BID
04/27/2022,"37,200.0","37,000.0","37,500.0","36,450.0",748.10K,0.81%,BID
04/26/2022,"36,900.0","35,150.0","37,250.0","35,150.0",1.86M,2.93%,BID
04/25/2022,"35,850.0","38,500.0","38,600.0","35,850.0",2.95M,-6.88%,BID
04/22/2022,"38,500.0","38,600.0","39,100.0","38,000.0",2.63M,0.00%,BID
04/21/2022,"38,500.0","37,900.0","38,750.0","37,650.0",2.09M,1.45%,BID
04/20/2022,"37,950.0","37,950.0","38,800.0","37,850.0",1.46M,0.00%,BID
04/19/2022,"37,950.0","38,350.0","39,200.0","37,500.0",2.32M,0.00%,BID
04/18/2022,"37,950.0","39,550.0","39,700.0","37,800.0",2.82M,-3.44%,BID
04/15/2022,"39,300.0","40,600.0","41,200.0","39,000.0",2.51M,-2.96%,BID
04/14/2022,"40,500.0","41,400.0","41,400.0","40,500.0",1.89M,-0.98%,BID
04/13/2022,"40,900.0","40,500.0","41,400.0","40,100.0",2.00M,1.11%,BID
04/12/2022,"40,450.0","42,300.0","42,300.0","40,450.0",3.19M,-3.46%,BID
04/08/2022,"41,900.0","43,000.0","43,200.0","41,800.0",3.15M,-2.67%,BID
04/07/2022,"43,050.0","43,500.0","44,350.0","43,050.0",3.15M,-1.03%,BID
04/06/2022,"43,500.0","43,000.0","43,800.0","42,650.0",3.24M,0.46%,BID
04/05/2022,"43,300.0","43,500.0","43,800.0","43,150.0",2.91M,-2.15%,BID
04/04/2022,"44,250.0","44,950.0","44,950.0","44,250.0",2.08M,-0.23%,BID
04/01/2022,"44,350.0","43,500.0","44,500.0","43,400.0",3.17M,1.95%,BID
03/31/2022,"43,500.0","43,750.0","43,950.0","43,400.0",1.44M,-0.11%,BID
03/30/2022,"43,550.0","42,100.0","45,000.0","41,700.0",3.51M,2.71%,BID
03/29/2022,"42,400.0","41,700.0","42,500.0","41,500.0",1.73M,1.92%,BID
03/28/2022,"41,600.0","43,000.0","43,450.0","41,450.0",3.98M,-4.26%,BID
03/25/2022,"43,450.0","43,150.0","43,850.0","42,600.0",1.97M,0.81%,BID
03/24/2022,"43,100.0","43,400.0","43,450.0","43,000.0",1.29M,-0.69%,BID
03/23/2022,"43,400.0","43,450.0","44,400.0","43,150.0",2.00M,-0.23%,BID
03/22/2022,"43,500.0","43,800.0","43,950.0","43,200.0",2.83M,-0.68%,BID
03/21/2022,"43,800.0","43,900.0","44,100.0","43,300.0",1.28M,-0.23%,BID
03/18/2022,"43,900.0","43,700.0","44,600.0","43,500.0",2.79M,0.92%,BID
03/17/2022,"43,500.0","42,200.0","44,250.0","41,000.0",5.82M,4.57%,BID
03/16/2022,"41,600.0","42,300.0","42,300.0","41,500.0",1.33M,-1.19%,BID
03/15/2022,"42,100.0","41,300.0","42,200.0","41,000.0",1.52M,1.94%,BID
03/14/2022,"41,300.0","41,850.0","42,200.0","41,300.0",1.34M,-1.31%,BID
03/11/2022,"41,850.0","40,950.0","41,850.0","40,950.0",1.48M,2.20%,BID
03/10/2022,"40,950.0","41,500.0","42,000.0","40,950.0",1.56M,1.11%,BID
03/09/2022,"40,500.0","41,600.0","41,900.0","40,500.0",1.97M,-2.64%,BID
03/08/2022,"41,600.0","41,800.0","42,550.0","41,400.0",2.59M,-1.54%,BID
03/07/2022,"42,250.0","42,800.0","42,800.0","42,150.0",2.27M,-2.42%,BID
03/04/2022,"43,300.0","42,800.0","43,500.0","42,500.0",1.66M,1.17%,BID
03/03/2022,"42,800.0","42,350.0","43,200.0","42,000.0",2.47M,0.82%,BID
03/02/2022,"42,450.0","43,700.0","44,000.0","42,350.0",3.09M,-3.74%,BID
03/01/2022,"44,100.0","43,750.0","45,000.0","43,600.0",2.40M,0.92%,BID
02/28/2022,"43,700.0","44,300.0","44,550.0","43,700.0",2.70M,-1.91%,BID
02/25/2022,"44,550.0","44,600.0","45,600.0","44,500.0",2.35M,-0.11%,BID
02/24/2022,"44,600.0","45,300.0","45,550.0","43,600.0",3.39M,-2.19%,BID
02/23/2022,"45,600.0","46,500.0","46,900.0","45,500.0",2.95M,-0.87%,BID
02/22/2022,"46,000.0","44,900.0","46,000.0","44,700.0",2.29M,1.66%,BID
02/21/2022,"45,250.0","44,800.0","45,450.0","43,700.0",2.96M,1.23%,BID
02/18/2022,"44,700.0","45,450.0","46,050.0","44,700.0",3.00M,-2.83%,BID
02/17/2022,"46,000.0","45,700.0","46,000.0","44,700.0",1.79M,1.88%,BID
02/16/2022,"45,150.0","46,100.0","46,100.0","44,700.0",2.80M,-2.27%,BID
02/15/2022,"46,200.0","44,850.0","46,300.0","44,400.0",3.69M,3.24%,BID
02/14/2022,"44,750.0","47,200.0","47,600.0","44,750.0",7.13M,-6.58%,BID
02/11/2022,"47,900.0","48,200.0","48,500.0","47,800.0",1.72M,-1.03%,BID
02/10/2022,"48,400.0","48,600.0","48,900.0","48,000.0",2.74M,0.00%,BID
02/09/2022,"48,400.0","47,300.0","48,900.0","47,000.0",4.56M,2.22%,BID
02/08/2022,"47,350.0","47,400.0","48,400.0","46,500.0",2.67M,-0.11%,BID
02/07/2022,"47,400.0","48,400.0","48,600.0","47,200.0",3.48M,-1.15%,BID
01/28/2022,"47,950.0","47,600.0","49,000.0","47,300.0",2.96M,0.74%,BID
01/27/2022,"47,600.0","48,000.0","48,500.0","47,400.0",1.92M,-1.04%,BID
01/26/2022,"48,100.0","49,500.0","49,950.0","48,100.0",4.05M,-1.84%,BID
01/25/2022,"49,000.0","46,300.0","49,000.0","45,900.0",4.70M,4.48%,BID
01/24/2022,"46,900.0","46,900.0","48,500.0","46,850.0",4.17M,-0.95%,BID
01/21/2022,"47,350.0","47,050.0","48,800.0","46,500.0",4.57M,1.39%,BID
01/20/2022,"46,700.0","43,100.0","46,700.0","42,250.0",5.64M,6.99%,BID
01/19/2022,"43,650.0","45,050.0","45,800.0","43,550.0",2.97M,-2.78%,BID
01/18/2022,"44,900.0","43,400.0","45,450.0","43,400.0",4.85M,2.86%,BID
01/17/2022,"43,650.0","44,000.0","47,000.0","43,600.0",7.74M,-1.36%,BID
01/14/2022,"44,250.0","43,300.0","45,100.0","43,300.0",3.27M,0.57%,BID
01/13/2022,"44,000.0","42,500.0","45,100.0","42,500.0",9.66M,4.39%,BID
01/12/2022,"42,150.0","39,400.0","42,150.0","39,400.0",8.03M,6.98%,BID
01/11/2022,"39,400.0","38,800.0","39,900.0","38,300.0",4.28M,1.42%,BID
01/10/2022,"38,850.0","39,200.0","40,300.0","38,800.0",3.18M,-0.89%,BID
01/07/2022,"39,200.0","38,650.0","39,450.0","37,650.0",4.37M,3.16%,BID
01/06/2022,"38,000.0","36,500.0","38,800.0","36,250.0",6.00M,2.56%,BID
01/05/2022,"37,050.0","37,900.0","37,900.0","36,900.0",1.92M,-0.94%,BID
01/04/2022,"37,400.0","37,600.0","38,000.0","37,250.0",1.77M,0.81%,BID
12/31/2021,"37,100.0","35,600.0","37,700.0","35,500.0",4.86M,4.80%,BID
12/30/2021,"35,400.0","35,400.0","35,700.0","35,200.0",987.00K,0.57%,BID
12/29/2021,"35,200.0","35,550.0","35,550.0","35,100.0",1.58M,0.00%,BID
12/28/2021,"35,200.0","35,500.0","35,500.0","34,900.0",1.36M,-0.28%,BID
12/27/2021,"35,300.0","35,200.0","35,500.0","35,000.0",1.20M,0.86%,BID
12/24/2021,"35,000.0","34,500.0","35,400.0","34,500.0",1.53M,1.45%,BID
12/23/2021,"34,500.0","34,800.0","34,900.0","33,700.0",2.32M,0.67%,BID
12/22/2021,"34,268.9","34,822.9","35,020.8","33,991.9",3.56M,-1.14%,BID
12/21/2021,"34,664.6","35,218.6","35,337.3","34,664.6",3.51M,-1.79%,BID
12/20/2021,"35,297.8","35,456.0","35,574.8","35,218.6",1.55M,-0.67%,BID
12/17/2021,"35,535.2","35,535.2","36,010.0","34,902.0",2.33M,0.00%,BID
12/16/2021,"35,535.2","35,614.3","35,614.3","34,822.9",2.11M,0.00%,BID
12/15/2021,"35,535.2","35,772.6","36,010.0","35,416.5",1.79M,-0.88%,BID
12/14/2021,"35,851.8","36,168.3","36,168.3","35,772.6",2.15M,-0.44%,BID
12/13/2021,"36,010.0","36,010.0","36,247.5","35,693.5",3.12M,2.02%,BID
12/10/2021,"35,297.8","35,060.3","35,772.6","35,060.3",2.60M,1.36%,BID
12/09/2021,"34,822.9","34,783.3","34,941.6","34,466.8",1.23M,0.00%,BID
12/08/2021,"34,822.9","34,585.5","35,060.3","34,387.6",1.44M,0.92%,BID
12/07/2021,"34,506.3","33,279.6","34,625.0","33,279.6",2.08M,3.93%,BID
12/06/2021,"33,200.5","34,031.5","34,031.5","32,963.0",3.59M,-0.12%,BID
12/03/2021,"33,240.0","35,218.6","35,218.6","33,240.0",2.77M,-4.98%,BID
12/02/2021,"34,981.2","35,020.8","35,930.9","34,822.9",1.72M,-0.23%,BID
12/01/2021,"35,060.3","35,139.5","35,376.9","34,585.5",2.21M,-0.23%,BID
11/30/2021,"35,139.5","35,535.2","36,128.8","34,506.3",3.20M,-0.22%,BID
11/29/2021,"35,218.6","35,218.6","35,614.3","34,902.0",4.10M,-2.09%,BID
11/26/2021,"35,970.5","36,484.9","36,564.0","34,822.9",5.20M,0.22%,BID
11/25/2021,"35,891.3","36,722.3","36,722.3","35,851.8",3.38M,-1.52%,BID
11/24/2021,"36,445.3","35,574.8","36,484.9","35,297.8",5.19M,3.02%,BID
11/23/2021,"35,376.9","36,010.0","36,010.0","34,981.2",2.26M,-1.87%,BID
11/22/2021,"36,049.6","35,139.5","36,564.0","34,822.9",6.22M,2.59%,BID
11/19/2021,"35,139.5","35,258.2","36,445.3","33,240.0",5.10M,-0.22%,BID
11/18/2021,"35,218.6","34,822.9","35,535.2","34,348.0",4.42M,2.06%,BID
11/17/2021,"34,506.3","33,754.5","34,664.6","33,596.2",3.07M,1.87%,BID
11/16/2021,"33,873.2","33,794.0","34,110.6","33,596.2",1.59M,0.00%,BID
11/15/2021,"33,873.2","34,308.5","34,427.2","33,240.0",1.92M,-0.93%,BID
11/12/2021,"34,189.8","33,517.0","34,268.9","33,517.0",2.36M,0.93%,BID
11/11/2021,"33,873.2","34,348.0","34,427.2","33,398.3",3.07M,-0.47%,BID
11/10/2021,"34,031.5","34,110.6","34,427.2","33,517.0",2.69M,0.00%,BID
11/09/2021,"34,031.5","34,822.9","34,941.6","34,031.5",3.20M,-2.05%,BID
11/08/2021,"34,743.8","34,506.3","35,139.5","34,150.2",3.38M,0.69%,BID
11/05/2021,"34,506.3","34,822.9","35,139.5","34,229.3",2.44M,-0.91%,BID
11/04/2021,"34,822.9","34,150.2","35,020.8","33,794.0",5.51M,2.21%,BID
11/03/2021,"34,071.0","33,477.5","34,902.0","33,240.0",7.05M,2.62%,BID
11/02/2021,"33,200.5","33,081.7","33,635.8","32,923.5",1.92M,0.36%,BID
11/01/2021,"33,081.7","33,240.0","33,319.2","32,923.5",4.14M,0.72%,BID
10/29/2021,"32,844.3","31,657.2","33,002.6","31,578.0",4.69M,4.14%,BID
10/28/2021,"31,538.5","31,657.2","31,815.5","31,419.7",1.56M,-0.13%,BID
10/27/2021,"31,578.0","31,063.6","31,617.6","31,063.6",1.78M,1.79%,BID
10/26/2021,"31,024.0","31,024.0","31,182.3","30,984.5",688.20K,0.00%,BID
10/25/2021,"31,024.0","31,340.6","31,340.6","31,024.0",1.12M,-0.25%,BID
10/22/2021,"31,103.2","31,261.5","31,419.7","31,103.2",1.33M,-0.51%,BID
10/21/2021,"31,261.5","31,459.3","31,578.0","31,261.5",795.10K,-0.63%,BID
10/20/2021,"31,459.3","31,696.7","31,815.5","31,103.2",1.36M,-0.75%,BID
10/19/2021,"31,696.7","31,103.2","32,092.5","30,865.7",2.78M,1.91%,BID
10/18/2021,"31,103.2","31,261.5","31,696.7","30,865.7",2.26M,-0.51%,BID
10/15/2021,"31,261.5","31,301.0","31,538.5","31,261.5",1.39M,-0.13%,BID
10/14/2021,"31,301.0","31,578.0","31,617.6","31,301.0",1.33M,-0.88%,BID
10/13/2021,"31,578.0","31,894.6","32,013.3","31,340.6",1.79M,-0.87%,BID
10/12/2021,"31,855.0","31,815.5","32,250.7","31,696.7",2.50M,0.62%,BID
10/11/2021,"31,657.2","31,340.6","31,657.2","31,182.3",2.21M,2.04%,BID
10/08/2021,"31,024.0","30,984.5","31,182.3","30,984.5",1.23M,0.13%,BID
10/07/2021,"30,984.5","31,182.3","31,261.5","30,984.5",1.28M,-0.63%,BID
10/06/2021,"31,182.3","31,261.5","31,657.2","31,103.2",1.02M,0.25%,BID
10/05/2021,"31,103.2","30,865.7","31,301.0","30,865.7",918.20K,1.03%,BID
10/04/2021,"30,786.6","30,747.0","31,340.6","30,470.0",1.33M,0.26%,BID
10/01/2021,"30,707.5","31,103.2","31,221.9","30,707.5",2.09M,-1.65%,BID
09/30/2021,"31,221.9","31,538.5","31,657.2","31,142.7",1.38M,-1.13%,BID
09/29/2021,"31,578.0","31,696.7","31,696.7","31,103.2",1.49M,-0.50%,BID
09/28/2021,"31,736.3","31,182.3","31,934.2","31,024.0",2.75M,1.78%,BID
09/27/2021,"31,182.3","31,419.7","31,736.3","31,024.0",1.52M,-0.76%,BID
09/24/2021,"31,419.7","31,261.5","31,498.9","31,221.9",1.21M,0.63%,BID
09/23/2021,"31,221.9","31,498.9","31,578.0","31,221.9",1.36M,-0.38%,BID
09/22/2021,"31,340.6","31,340.6","31,578.0","30,944.9",1.59M,-0.13%,BID
09/21/2021,"31,380.2","31,261.5","31,498.9","31,024.0",1.92M,-0.63%,BID
09/20/2021,"31,578.0","31,696.7","31,894.6","31,578.0",2.46M,-0.25%,BID
09/17/2021,"31,657.2","31,340.6","32,013.3","31,340.6",2.24M,1.52%,BID
09/16/2021,"31,182.3","30,944.9","31,261.5","30,905.3",1.84M,1.55%,BID
09/15/2021,"30,707.5","30,549.2","30,865.7","30,549.2",1.33M,0.26%,BID
09/14/2021,"30,628.3","30,944.9","30,984.5","30,549.2",1.78M,-1.15%,BID
09/13/2021,"30,984.5","31,380.2","31,380.2","30,865.7",2.18M,-1.26%,BID
09/10/2021,"31,380.2","31,657.2","31,657.2","31,340.6",998.40K,-0.38%,BID
09/09/2021,"31,498.9","31,340.6","31,498.9","31,301.0",1.06M,0.51%,BID
09/08/2021,"31,340.6","31,815.5","31,973.7","31,261.5",1.79M,-0.25%,BID
09/07/2021,"31,419.7","31,103.2","31,815.5","30,984.5",2.15M,1.53%,BID
09/06/2021,"30,944.9","30,905.3","31,261.5","30,826.2",1.72M,0.26%,BID
09/01/2021,"30,865.7","30,707.5","30,944.9","30,588.7",1.71M,0.13%,BID
08/31/2021,"30,826.2","31,340.6","31,340.6","30,826.2",2.28M,-1.27%,BID
08/30/2021,"31,221.9","30,865.7","31,261.5","30,707.5",1.77M,1.94%,BID
08/27/2021,"30,628.3","30,470.0","30,865.7","29,916.0",2.40M,0.26%,BID
08/26/2021,"30,549.2","31,380.2","31,380.2","30,074.3",2.57M,-2.15%,BID
08/25/2021,"31,221.9","31,261.5","31,301.0","30,865.7",1.39M,0.13%,BID
08/24/2021,"31,182.3","31,103.2","31,419.7","30,786.6",3.20M,0.25%,BID
08/23/2021,"31,103.2","32,052.9","32,290.3","31,103.2",3.45M,-2.96%,BID
08/20/2021,"32,052.9","33,714.9","33,952.3","31,657.2",5.49M,-4.71%,BID
08/19/2021,"33,635.8","33,714.9","33,714.9","33,358.8",2.27M,-0.35%,BID
08/18/2021,"33,754.5","33,952.3","34,031.5","33,635.8",1.90M,-0.70%,BID
08/17/2021,"33,991.9","34,506.3","34,506.3","33,873.2",1.97M,-0.81%,BID
08/16/2021,"34,268.9","33,517.0","34,427.2","33,240.0",4.13M,1.76%,BID
08/13/2021,"33,675.3","33,754.5","34,031.5","33,081.7",2.90M,-0.58%,BID
08/12/2021,"33,873.2","34,308.5","34,348.0","33,873.2",2.15M,-0.70%,BID
08/11/2021,"34,110.6","34,268.9","34,902.0","33,952.3",3.45M,-0.46%,BID
08/10/2021,"34,268.9","34,229.3","34,427.2","34,071.0",2.35M,0.35%,BID
08/09/2021,"34,150.2","33,675.3","34,150.2","33,517.0",2.19M,0.58%,BID
08/06/2021,"33,952.3","33,991.9","34,348.0","33,714.9",2.35M,-0.12%,BID
08/05/2021,"33,991.9","33,714.9","34,427.2","33,477.5",2.66M,-0.12%,BID
08/04/2021,"34,031.5","34,348.0","34,427.2","33,794.0",2.69M,-0.81%,BID
08/03/2021,"34,308.5","33,477.5","34,308.5","33,319.2",3.48M,1.88%,BID
08/02/2021,"33,675.3","33,240.0","33,991.9","33,240.0",4.98M,3.53%,BID
07/30/2021,"32,527.7","32,686.0","32,725.6","32,409.0",2.56M,0.24%,BID
07/29/2021,"32,448.6","32,290.3","32,448.6","32,132.0",1.48M,1.23%,BID
07/28/2021,"32,052.9","31,815.5","32,052.9","31,657.2",1.55M,0.75%,BID
07/27/2021,"31,815.5","31,973.7","32,290.3","31,775.9",1.80M,0.50%,BID
07/26/2021,"31,657.2","31,657.2","31,934.2","31,261.5",1.81M,-0.50%,BID
07/23/2021,"31,815.5","32,369.5","32,844.3","31,815.5",2.29M,-1.95%,BID
07/22/2021,"32,448.6","32,132.0","32,527.7","32,132.0",2.14M,0.74%,BID
07/21/2021,"32,211.2","32,765.2","32,765.2","32,052.9",1.46M,-0.73%,BID
07/20/2021,"32,448.6","31,419.7","32,448.6","30,786.6",3.41M,3.40%,BID
07/19/2021,"31,380.2","32,527.7","33,160.9","31,380.2",3.72M,-6.71%,BID
07/16/2021,"33,635.8","33,873.2","34,031.5","33,635.8",1.78M,-0.47%,BID
07/15/2021,"33,794.0","33,279.6","34,150.2","33,240.0",2.26M,0.23%,BID
07/14/2021,"33,714.9","33,635.8","33,794.0","32,448.6",2.25M,0.47%,BID
07/13/2021,"33,556.6","33,635.8","33,833.6","32,883.9",2.49M,0.95%,BID
07/12/2021,"33,240.0","35,297.8","35,297.8","33,081.7",7.57M,-6.46%,BID
07/09/2021,"35,535.2","35,772.6","36,405.8","34,822.9",4.51M,-1.97%,BID
07/08/2021,"36,247.5","36,010.0","36,524.5","35,574.8",2.68M,0.66%,BID
07/07/2021,"36,010.0","35,218.6","36,128.8","34,506.3",4.96M,3.41%,BID
07/06/2021,"34,822.9","37,118.0","38,463.5","34,822.9",8.67M,-5.68%,BID
07/05/2021,"36,920.2","37,236.8","37,236.8","35,772.6",4.39M,-0.85%,BID
07/02/2021,"37,236.8","37,592.9","37,790.8","37,118.0",5.29M,-0.53%,BID
07/01/2021,"37,434.6","37,592.9","37,711.6","37,078.5",5.79M,0.11%,BID
06/30/2021,"37,395.0","37,118.0","37,553.3","37,078.5",5.03M,0.75%,BID
06/29/2021,"37,118.0","37,197.2","37,909.5","36,880.6",4.96M,0.00%,BID
06/28/2021,"37,118.0","36,405.8","37,276.3","36,128.8",8.41M,2.96%,BID
06/25/2021,"36,049.6","35,693.5","36,405.8","35,376.9",3.24M,0.77%,BID
06/24/2021,"35,772.6","35,930.9","36,326.6","35,614.3",2.65M,-0.44%,BID
06/23/2021,"35,930.9","35,535.2","36,722.3","35,535.2",3.24M,0.89%,BID
06/22/2021,"35,614.3","35,851.8","35,970.5","35,535.2",3.50M,0.00%,BID
06/21/2021,"35,614.3","36,326.6","36,405.8","35,495.6",5.33M,-2.49%,BID
06/18/2021,"36,524.5","36,603.6","36,801.5","36,168.3",4.02M,0.54%,BID
06/17/2021,"36,326.6","35,297.8","36,682.8","35,297.8",4.50M,1.32%,BID
06/16/2021,"35,851.8","35,376.9","36,959.8","34,981.2",5.30M,0.89%,BID
06/15/2021,"35,535.2","35,416.5","35,733.0","34,822.9",4.10M,0.00%,BID
06/14/2021,"35,535.2","36,010.0","36,089.2","35,337.3",4.27M,-0.66%,BID
06/11/2021,"35,772.6","34,822.9","35,812.2","34,427.2",8.04M,2.96%,BID
06/10/2021,"34,743.8","35,970.5","36,089.2","34,743.8",5.61M,-3.41%,BID
06/09/2021,"35,970.5","35,614.3","36,168.3","34,822.9",5.60M,1.45%,BID
06/08/2021,"35,456.0","37,118.0","37,355.5","35,376.9",7.15M,-4.27%,BID
06/07/2021,"37,038.9","38,384.3","38,463.5","36,089.2",6.63M,-4.49%,BID
